timestamp,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season
2015-01-04 00:00:00,182,0.1267605633802817,0.2,0.93,0.10619469026548672,3.0,0.0,1.0,3.0
2015-01-04 01:00:00,138,0.1267605633802817,0.2125,0.93,0.08849557522123894,1.0,0.0,1.0,3.0
2015-01-04 02:00:00,134,0.11267605633802817,0.2125,0.965,0.0,1.0,0.0,1.0,3.0
2015-01-04 03:00:00,72,0.09859154929577464,0.2,1.0,0.0,1.0,0.0,1.0,3.0
2015-01-04 04:00:00,47,0.09859154929577464,0.15,0.93,0.11504424778761062,1.0,0.0,1.0,3.0
2015-01-04 05:00:00,46,0.09859154929577464,0.2,0.93,0.07079646017699115,1.0,0.0,1.0,3.0
2015-01-04 06:00:00,51,0.07042253521126761,0.125,1.0,0.12389380530973451,4.0,0.0,1.0,3.0
2015-01-04 07:00:00,75,0.07042253521126761,0.125,1.0,0.12389380530973451,4.0,0.0,1.0,3.0
2015-01-04 08:00:00,131,0.08450704225352113,0.125,0.965,0.1415929203539823,4.0,0.0,1.0,3.0
2015-01-04 09:00:00,301,0.09859154929577464,0.1375,1.0,0.1592920353982301,3.0,0.0,1.0,3.0
2015-01-04 10:00:00,528,0.1267605633802817,0.1375,0.93,0.21238938053097345,3.0,0.0,1.0,3.0
2015-01-04 11:00:00,727,0.09859154929577464,0.1125,1.0,0.21238938053097345,3.0,0.0,1.0,3.0
2015-01-04 12:00:00,862,0.09859154929577464,0.1125,0.965,0.23008849557522124,4.0,0.0,1.0,3.0
2015-01-04 13:00:00,916,0.1267605633802817,0.1375,0.87,0.26548672566371684,3.0,0.0,1.0,3.0
2015-01-04 14:00:00,1039,0.11267605633802817,0.15,0.9,0.1415929203539823,3.0,0.0,1.0,3.0
2015-01-04 15:00:00,869,0.09859154929577464,0.1125,0.93,0.19469026548672566,3.0,0.0,1.0,3.0
2015-01-04 16:00:00,737,0.1267605633802817,0.15,0.93,0.21238938053097345,3.0,0.0,1.0,3.0
2015-01-04 17:00:00,594,0.1267605633802817,0.15,0.93,0.19469026548672566,3.0,0.0,1.0,3.0
2015-01-04 18:00:00,522,0.1267605633802817,0.1875,0.93,0.11504424778761062,3.0,0.0,1.0,3.0
2015-01-04 19:00:00,379,0.1267605633802817,0.175,0.93,0.12389380530973451,3.0,0.0,1.0,3.0
2015-01-04 20:00:00,328,0.1267605633802817,0.225,0.93,0.07079646017699115,3.0,0.0,1.0,3.0
2015-01-04 21:00:00,221,0.1267605633802817,0.2125,0.93,0.08849557522123894,4.0,0.0,1.0,3.0
2015-01-04 22:00:00,178,0.1267605633802817,0.2,0.93,0.10619469026548672,4.0,0.0,1.0,3.0
2015-01-04 23:00:00,157,0.15492957746478872,0.2375,0.87,0.08849557522123894,4.0,0.0,1.0,3.0
2015-01-05 00:00:00,83,0.15492957746478872,0.225,0.93,0.10619469026548672,4.0,0.0,0.0,3.0
2015-01-05 01:00:00,67,0.15492957746478872,0.2375,0.93,0.08849557522123894,4.0,0.0,0.0,3.0
2015-01-05 02:00:00,32,0.18309859154929578,0.25,0.87,0.10619469026548672,4.0,0.0,0.0,3.0
2015-01-05 03:00:00,22,0.2112676056338028,0.2625,0.84,0.13274336283185842,4.0,0.0,0.0,3.0
2015-01-05 04:00:00,38,0.22535211267605634,0.275,0.84,0.1415929203539823,4.0,0.0,0.0,3.0
2015-01-05 05:00:00,81,0.2112676056338028,0.2875,0.87,0.08849557522123894,4.0,0.0,0.0,3.0
2015-01-05 06:00:00,444,0.23943661971830985,0.3125,0.81,0.08849557522123894,3.0,0.0,0.0,3.0
2015-01-05 07:00:00,1597,0.23943661971830985,0.3,0.81,0.11504424778761062,3.0,0.0,0.0,3.0
2015-01-05 08:00:00,3161,0.2676056338028169,0.3375,0.79,0.08849557522123894,3.0,0.0,0.0,3.0
2015-01-05 09:00:00,1342,0.2676056338028169,0.325,0.82,0.10619469026548672,3.0,0.0,0.0,3.0
2015-01-05 10:00:00,568,0.29577464788732394,0.35,0.845,0.11504424778761062,3.0,0.0,0.0,3.0
2015-01-05 11:00:00,584,0.29577464788732394,0.3375,0.905,0.17699115044247787,3.0,0.0,0.0,3.0
2015-01-05 12:00:00,762,0.323943661971831,0.35,0.85,0.19469026548672566,3.0,0.0,0.0,3.0
2015-01-05 13:00:00,873,0.323943661971831,0.3625,0.82,0.17699115044247787,3.0,0.0,0.0,3.0
2015-01-05 14:00:00,672,0.323943661971831,0.375,0.82,0.1592920353982301,3.0,0.0,0.0,3.0
2015-01-05 15:00:00,807,0.323943661971831,0.3625,0.79,0.17699115044247787,3.0,0.0,0.0,3.0
2015-01-05 16:00:00,1192,0.323943661971831,0.3625,0.735,0.23008849557522124,3.0,0.0,0.0,3.0
2015-01-05 17:00:00,2761,0.30985915492957744,0.3375,0.735,0.21238938053097345,3.0,0.0,0.0,3.0
2015-01-05 18:00:00,2389,0.30985915492957744,0.3375,0.69,0.24778761061946902,3.0,0.0,0.0,3.0
2015-01-05 19:00:00,1274,0.29577464788732394,0.3125,0.71,0.24778761061946902,3.0,0.0,0.0,3.0
2015-01-05 20:00:00,696,0.29577464788732394,0.325,0.71,0.24778761061946902,3.0,0.0,0.0,3.0
2015-01-05 21:00:00,411,0.29577464788732394,0.325,0.71,0.19469026548672566,3.0,0.0,0.0,3.0
2015-01-05 22:00:00,324,0.29577464788732394,0.3375,0.71,0.17699115044247787,4.0,0.0,0.0,3.0
2015-01-05 23:00:00,192,0.28169014084507044,0.3375,0.735,0.1415929203539823,4.0,0.0,0.0,3.0
2015-01-06 00:00:00,91,0.2676056338028169,0.3125,0.76,0.1415929203539823,4.0,0.0,0.0,3.0
2015-01-06 01:00:00,73,0.2676056338028169,0.3125,0.76,0.1415929203539823,4.0,0.0,0.0,3.0
2015-01-06 02:00:00,33,0.2676056338028169,0.3,0.76,0.19469026548672566,4.0,0.0,0.0,3.0
2015-01-06 03:00:00,19,0.2676056338028169,0.2875,0.76,0.24778761061946902,4.0,0.0,0.0,3.0
2015-01-06 04:00:00,40,0.28169014084507044,0.3125,0.735,0.19469026548672566,4.0,0.0,0.0,3.0
2015-01-06 05:00:00,74,0.2676056338028169,0.2875,0.82,0.24778761061946902,4.0,0.0,0.0,3.0
2015-01-06 06:00:00,530,0.2676056338028169,0.275,0.845,0.26548672566371684,3.0,0.0,0.0,3.0
2015-01-06 07:00:00,1715,0.29577464788732394,0.325,0.82,0.23008849557522124,3.0,0.0,0.0,3.0
2015-01-06 08:00:00,3534,0.29577464788732394,0.325,0.82,0.21238938053097345,7.0,0.0,0.0,3.0
2015-01-06 09:00:00,1573,0.29577464788732394,0.3125,0.87,0.2831858407079646,7.0,0.0,0.0,3.0
2015-01-06 10:00:00,635,0.323943661971831,0.3375,0.88,0.34513274336283184,3.0,0.0,0.0,3.0
2015-01-06 11:00:00,550,0.323943661971831,0.35,0.88,0.3185840707964602,3.0,0.0,0.0,3.0
2015-01-06 12:00:00,395,0.352112676056338,0.425,0.85,0.336283185840708,7.0,0.0,0.0,3.0
2015-01-06 13:00:00,426,0.30985915492957744,0.3,0.845,0.48672566371681414,3.0,0.0,0.0,3.0
2015-01-06 14:00:00,579,0.29577464788732394,0.3,0.71,0.46017699115044247,3.0,0.0,0.0,3.0
2015-01-06 15:00:00,718,0.2676056338028169,0.2625,0.71,0.40707964601769914,2.0,0.0,0.0,3.0
2015-01-06 16:00:00,1184,0.2676056338028169,0.275,0.685,0.34513274336283184,2.0,0.0,0.0,3.0
2015-01-06 17:00:00,2662,0.2535211267605634,0.25,0.71,0.3893805309734513,1.0,0.0,0.0,3.0
